ID,ObsType,ObsID,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country,Unnamed: 18
214384,GAN,11392,33.0735,130.535,78.4462,2019-09-24,20:10,2019-09-24,11:10,5,,,clear,Cygnus,There is no cloud.  You can see the Milky Way.  The whole sky is whitish and bright      ,"It is a mountainous area in the suburbs, but there are industrial parks and highways nearby. The artificial light source is not visible from the observation point, but if you move a little, you can see the light from the factory lights and street lights.  ",Japan,
214603,SQM,11757,35.7373,139.743,26.8655,2019-10-04,23:30,2019-10-04,14:30,3,17.53,08dd,clear,Pegasus,,urban location,Japan,
214900,GAN,12276,35.0164,135.746,42.42,2019-10-28,19:44,2019-10-28,10:44,3,,,clear,Pegasus,,,Japan,
214902,GAN,12278,35.0164,135.746,42.42,2019-10-28,19:44,2019-10-28,10:44,3,,,clear,Pegasus,,,Japan,
214903,GAN,12279,35.0164,135.746,42.42,2019-10-28,19:44,2019-10-28,10:44,3,,,clear,Pegasus,,,Japan,
214904,GAN,12280,35.0147,135.736,39.5762,2019-10-28,20:02,2019-10-28,11:02,3,,,1/4 of sky,Pegasus,A little misty,,Japan,
214975,GAN,12366,35.6971,139.682,34.2023,2019-10-28,21:30,2019-10-28,12:30,1,,,1/2 of sky,Pegasus,,,Japan,
214977,GAN,12370,27.0271,128.448,32.6157,2019-10-29,19:30,2019-10-29,10:30,6,,,over 1/2 of sky,Pegasus,,,Japan,
215273,GAN,12967,36.438,140.358,64.0598,2019-11-21,21:02,2019-11-21,12:02,5,,,clear,Perseus,,,Japan,
215274,GAN,12968,35.9929,138.502,1242.17,2019-11-21,22:38,2019-11-21,13:38,6,,,clear,Perseus,,,Japan,
215367,GAN,13093,43.1249,141.255,6.13261,2019-11-24,23:20,2019-11-24,14:20,3,,,clear,Perseus,,,Japan,
215779,GAN,13869,35.1127,137.112,87.0628,2019-12-18,21:07,2019-12-18,12:07,3,,,clear,Perseus,,,Japan,
215797,GAN,13921,35.6177,140.063,4.46842,2019-12-20,19:14,2019-12-20,10:14,1,,,1/4 of sky,Perseus,,,Japan,
215800,GAN,13930,35.9828,138.194,912.642,2019-12-20,21:35,2019-12-20,12:35,5,,,clear,Perseus,,,Japan,
215833,GAN,14006,35.0163,135.746,42.4039,2019-12-23,23:21,2019-12-23,14:21,3,,,clear,Perseus,,,Japan,
215839,GAN,14021,35.7213,139.649,44.9381,2019-12-23,22:30,2019-12-23,13:30,1,,,clear,Perseus,,,Japan,
215840,GAN,14022,35.0162,135.744,42.9059,2019-12-24,22:25,2019-12-24,13:25,4,,,clear,Perseus,,,Japan,
215854,GAN,14085,35.0115,135.743,38.301,2019-12-27,20:18,2019-12-27,11:18,3,,,clear,Perseus,,,Japan,
215859,GAN,14093,35.6591,139.64,43.6485,2019-12-27,23:58,2019-12-27,14:58,3,,,clear,Perseus,,,Japan,
